id	text	label
10036055	বই পড়ে সব মুখস্থ করে পরে এসব গল্প বলে বলে সে মুক্তিযুদ্ধা হইছে	None
10036056	তুই হ্লা রাজাকার মুক্তিযুদ্ধ নিয়ে কথা বলার কে তুই তিনিঞ্চি	Abusive
10036057	সৃষ্টিকর্তা তা'য়ালা দাদাকে হেদায়েত করুন ইসলামের জন্য	None
10036058	ফজা পাগলা আসিতেছে ফায়ার বললেই সব পালাইয়া যাইতো	Abusive
10036059	ফজা পাগলা আসিতেছে ফায়ার বললেই সব পালাইয়া যাইতো	Abusive
10036060	এভাবেই ভুয়া মুক্তি যোদ্ধা সেজে দিনের পর দিন এদেশের জনগণের সাথে বাটপারি ও তামাশা করছিলো এই ফজুদের মতে অনেকেই	Abusive
10036061	মুক্তি যুদ্ধের চেতনা বিক্রি করে আর কত খাবা ফজা অরফে ফজু পাগলা	Abusive
10036062	স্যালুট স্যার	None
10036063	আহা আমাগো ফজলু দাদা	None
10036064	যার জন্মের বৈধতা নেই সে আরেক জনের বৈধতা খুজে কি দিন আসলো	None
10036065	এই ফজলু ৫৫ বছর সরকারের কোটি কোটি টাকা ভাতা ও অন্যান্য সুবিধা নিয়েছেন এখন যদি প্রমাণ হয় উনি ভূয়া তাহলে কি রাষ্ট্র সব ফেরত পাবে কিভাবে আমরা ক্ষতিপূরণ পাবো	None
10036066	ওরে বলার দরকার ছিলো কিভাবে বন্দুক ব্যবহার করতে হয়	None
10036067	মুক্তি যুদ্ধই হয়	None
10036068	বাংলাদেশে হাজার হাজার ভুয়া মুক্তিযোদ্ধার অস্তিত্ব আসল মুক্তিযোদ্ধাদের মর্যাদাকে ক্ষুণ্ণ করছে এরা অসত্য কাগজপত্র বা প্রভাব খাটিয়ে সুবিধা ভোগ করছে যা জাতীয় সম্পদে বোঝা হয়ে দাঁড়ায় সত্যিকারের মুক্তিযোদ্ধারা জীবন বাজি রেখে দেশ স্বাধীন করেছেন আর ভুয়া তালিকাভুক্তরা শুধু অন্যায়ের মাধ্যমে সুযোগ নিচ্ছে এতে শুধু প্রকৃত মুক্তিযোদ্ধার সম্মান নষ্ট হয় না রাষ্ট্রের অর্থনৈতিক ক্ষতিও হয় তাই ভুয়া মুক্তিযোদ্ধাদের চিহ্নিত করে তালিকা থেকে বাদ দেওয়া জরুরি আর প্রকৃত মুক্তিযোদ্ধাদের যথাযথ সম্মান ও সুবিধা নিশ্চিত করা উচিত	None
