id	text	label
3881	দেশের বিরুদিরা তারা আমেরিকা চলে যান	Abusive
3882	মুসলিম বিশ্বগুলো এখনো ঘুমিয়ে আছে	Abusive
3883	মৌলবী রা চাইলেই বাংলাদেশীদের ইতালি ইউরোপ দেশে পাঠাতে পারবে লুচ্চা হুজুর দের অনেক ক্ষমতা আছে	Religious Hate
3884	বাংলাদেশের কন্ঠস্বর বেজে উঠুক বিশ্বময়	None
3885	সাধারণ জনগণ হিসেবে আমার মতামত নির্বাচন সুষ্ঠ হয়নি গ্রহন যোগ্য ও হয়নি কোনো দিক থেকেই	Political Hate
3886	তোমাদের কে কে বলচে তোমরা সিয়াই যেতে এই মাটি তো তোমাদের না কেনো ও কানে বসবাস করো	None
3887	মীর জাফর বুইড়া শয়তান	Abusive
3888	যা খেলতে মুতু খেয়ে আসবি	Abusive
3889	আওমীলীগ প্রশাসন এবং ভারতের বিরুদ্ধে কথা বলা মানে বাংলাদেশের পক্ষে থাকা	Political Hate
3890	সুদ হারাম সুদ হারাম সুদ হারাম সুদ এর সাথে জড়িত থাকা মানে নিজেকে ধ্বংসের মুখে ফেলে দেওয়া	None
3891	আওয়ামী লীগ জালিম সরকার	Political Hate
3892	সবচেয়ে যারা বড়লোক তাদের দাও	None
3893	প্লিজ আমাকে টিকিয়ে রাখবেন	None
3894	সাংবাদিকের সংবাদ পড়াটা ভালো হয় না	Abusive
3895	কতটা নিকৃষ্ট জাতি ইসরায়েল	Abusive
3896	ওই কুত্তার বাচচা কাউশারের ফাসি দে আগেএগলা পরে	Abusive
3897	এই বাসে আমার ভাই ছিলো সৃষ্টিকর্তার কাছে লাখো শুকরিয়া উনি সুস্থ আছেন ভাল আছেন	None
3898	ইজরায়েল মানেই ভন্ড	Abusive
3899	আকাম কয়বার করছেন আপনাদের মত মেয়েদের কারণে দেশ সমাজ নষ্ট	Abusive
3900	এবার নির্বাচন করে দেখা কলিজা টেনে ছিরে ফেলবো এবার	Political Hate
3901	জনগণকে আর কত বোকা বানাইবা সুষ্ঠু নির্বাচন চাই	Political Hate
3902	খালা আপনি ই জিতবেন তবুও নির্বাচন দেন আমি আমার ভোট দিতে চাইকারন আমার ভোটের বয়স ৩ বার হইবে এবার আমি একবার ও দিতে পারিনি এইবার দিতে দেন	Political Hate
3903	সেই একটা মিডিয়া কভারেজ পাইলো আওয়ামীলীগ ব্যাটে বলে মিলিয়ে একটা ছক্কা মেরে দিলো হাসিনা আবেগি কিউট বাঙালি সব ভুলে যাবে এখন	None
